Business Name,What they do (primary category),All place types,Location (address),Website,Place ID
Power Party,Health,"point_of_interest, service, health, establishment","1829 Lackland Dr, Alamo, CA 94507, USA",,ChIJH5qDtuT1j4AROeXKEsC5aJQ
"Alex R. Mathews and Sons, Inc",General Contractor,"general_contractor, point_of_interest, service, establishment","115 Bountiful Ct, Danville, CA 94526, USA",https://alexrmathews.com/,ChIJf1Ot_tT1j4AR5YqCQn7AQLU
Summit Trail Main Trailhead,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","2675 Mt Diablo Scenic Blvd, Danville, CA 94506, USA",,ChIJTWXOM4f0j4ARhZ1EpAdSSlg
"R & K Bonner, Inc",Corporate Office,"corporate_office, point_of_interest, establishment","216 Fairway Dr, Danville, CA 94526, USA",http://www.rkbonner.com/,ChIJ_c40AbP1j4ARSZeAnL417RI
St Timothy's Labyrinth,Health,"health, point_of_interest, establishment","R2PH+MWC, Danville, CA 94526, USA",,ChIJd-pBTi71j4AR8LICmUAEdL0
Thompson Terry L,Attorney,"lawyer, consultant, point_of_interest, service, establishment","1804 Piedras Cir, Alamo, CA 94507, USA",,ChIJK0dpNpT0j4ARMVEmEmU0kX8
Noah's Ark Preschool,Preschool,"preschool, school, child_care_agency, educational_institution, point_of_interest, service, establishment","1550 Diablo Rd, Danville, CA 94526, USA",,ChIJKZSR76H0j4ARPi8XBQB0Sbs
St Timothy's Episcopal Church,Church,"church, place_of_worship, point_of_interest, association_or_organization, establishment","1550 Diablo Rd, Danville, CA 94526, USA",https://www.sainttimothysdanville.org/,ChIJKZSR76H0j4ARLunpPPkQbog
Photography By Deidre,Services,"service, point_of_interest, establishment","2499 Diablo Ranch Pl, Danville, CA 94506, USA",http://www.imagesbydeidre.com/,ChIJndOE53_0j4AREjlWB4MSJ6Y
"Deliberate Communications, Llc",Marketing Consultant,"marketing_consultant, consultant, service, point_of_interest, establishment","144 Diablo Ranch Ct, Danville, CA 94506, USA",,ChIJw5aH0oHzj4ARepRLPdD11og
Artist's Point,Parking Lot,"parking_lot, parking, point_of_interest, transportation_service, service, establishment","Artist's Point Trail, Danville, CA 94506, USA",,ChIJMdgrMwD1j4ARmxwYjRUFGyk
Elephant Rock Picnic Area,Picnic Ground,"picnic_ground, point_of_interest, establishment","Alamo, CA 94506, USA",,ChIJc01GGAD1j4ARn_jFGDo0YsA
Dragon Oak Bench,Tourist Attraction,"tourist_attraction, point_of_interest, establishment","2100 Mt Diablo Scenic Blvd, Danville, CA 94506, USA",,ChIJD4pKEQDzj4ARfjmUzrBhXSQ
Uplands Picnic Area,Picnic Ground,"picnic_ground, point_of_interest, establishment","Fossil Ridge Rd, Danville, CA 94506, USA",,ChIJ4x6fUAD1j4ARBbRbby7HZhw
Rock City Park,State Park,"state_park, tourist_attraction, hiking_area, park, sports_activity_location, point_of_interest, establishment","S Gate Rd, Danville, CA 94506, USA",http://www.parks.ca.gov/?page_id=517,ChIJWRDm1XD0j4AR6JgV0-aEIQc
Live Oak Campground,Campground,"campground, lodging, point_of_interest, establishment","Danville, CA 94506, USA",http://www.parks.ca.gov/?page_id=517,ChIJkSATk3r0j4ARHnuPKh76xC0
Elephant Rock,Hiking Area,"hiking_area, tourist_attraction, sports_activity_location, point_of_interest, establishment","Danville, CA 94506, USA",,ChIJ806e6XD0j4AR52DGxyJKypg
restrooms,Public Bathroom,"public_bathroom, point_of_interest, establishment","Blackhawk, CA 94506, USA",,ChIJF8i7LvL1j4AR7JCWkZAOVSw
Big Rock Picnic Area,Picnic Ground,"picnic_ground, point_of_interest, establishment","Danville, CA 94506, USA",,ChIJQfDOZwD1j4ARiGc3b0DIbtY
Madrone Canyon Trail,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","Madrone Canyon Trail, Blackhawk, CA 94506, USA",,ChIJ2_Q3VgD1j4ARvsaMzVX2dKI
Rock City Restroom,Public Bathroom,"public_bathroom, point_of_interest, establishment","Blackhawk, CA 94506, USA",,ChIJXZfP6zP1j4ARnzEvEx17cOk
Grotto Picnic Area,Picnic Ground,"picnic_ground, point_of_interest, establishment","Parking lot, Mt Diablo Scenic Blvd, Danville, CA 94506, USA",,ChIJfUDdcAD1j4ARVcXstV5ExiU
The Athenian School,High school,"secondary_school, school, educational_institution, service, point_of_interest, establishment","2100 Mt Diablo Scenic Blvd #1, Danville, CA 94506, USA",https://www.athenian.org/,ChIJVYeaJXnzj4ARqyBFP5If2DU
Danville Soccer Camps,,"athletic_field, sports_activity_location, non_profit_organization, association_or_organization, service, point_of_interest, establishment","2100 Mt Diablo Scenic Blvd #1, Danville, CA 94506, USA",https://worldcupsoccercamps.com/,ChIJa9Jf1Xjzj4ARSkMgHcPn3Hg
Sentinel Rock,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","Danville, CA 94506, USA",,ChIJTyObXbX1j4AR8Va5LziCjxI
Boy Scout Rocks,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","2524-2610 S Gate Rd, Danville, CA 94506, USA",,ChIJkYJ3cnX0j4ARRBd40_ASbYE
Mount Diablo South Gate Entrance Station,Park,"park, point_of_interest, establishment","2699-2485 S Gate Rd, Danville, CA 94506, USA",,ChIJef5nDgDzj4ARUj4zAF6XkYE
"SciMet, LLC",Consultant,"consultant, service, point_of_interest, establishment","2745 Deer Meadow Dr, Danville, CA 94506, USA",https://www.scimet.com/,ChIJcyWrA-nzj4ARsN1pGK1Gjqg
Aviation Management Industries,Transportation Service,"transportation_service, point_of_interest, establishment","16 Pepperwood Ln, Danville, CA 94506, USA",,ChIJq6qa6-nzj4AR8mJdsZwQbxc
Camp Force Trailhead,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","Camp Force Trail, Danville, CA 94506, USA",,ChIJyxY8RnP0j4ARLFgyeYO60lc
"Curry Point, Mt. Diablo State Park",State Park,"state_park, park, point_of_interest, establishment","S Gate Rd, Blackhawk, CA 94506, USA",http://www.parks.ca.gov/?page_id=517,ChIJZ7wuR3P0j4AR2tRk_-QdYrE
Horseshoe Picnic Area,Park,"park, point_of_interest, establishment","V32C+C3, Walnut Creek, CA 94598, USA",,ChIJe63YOCr1j4ARLIZq3R8KLmg
Lower junction of Summit Trail and Staircase Trail,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","V328+XJ, Blackhawk, CA 94506, USA",,ChIJWxX3DgD1j4ARpgYDPUdkz4g
Lafayette Community Park,Park,"park, tourist_attraction, sports_activity_location, point_of_interest, establishment","480 St Marys Rd, Lafayette, CA 94549, USA",http://www.lafayetterec.org/,ChIJ0ZnEAOWJj4ARfV4e-WUKego
Lower Community Baseball Fields,Park,"park, point_of_interest, establishment","Lafayette, CA 94549, USA",,ChIJ__S3laKJj4ARCVpHc3nWfgU
Lamorinda Petanque Club,Association / Organization,"association_or_organization, point_of_interest, establishment","St Marys Rd, Lafayette, CA 94549, USA",https://www.lamorindapetanque.com/,ChIJN9nOOOGJj4ARBlCO2LGjAyA
Transatlantic Soccer,,"point_of_interest, establishment","Community Park, 480 St Marys Rd, Lafayette, CA 94549, USA",http://transatlanticsoccer.com/,ChIJVRW5TOSJj4ARLW4F707VEV8
St Mary'S Rd and Rohrer Dr,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Lafayette, CA 94549, USA",,ChIJi6_Gu-iJj4AR1vvxsri_0rc
St Mary'S Rd and Lafayette Community Center,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Lafayette, CA 94549, USA",,ChIJ_7GnCOSJj4ARyusVaicXVQE
JENNIFER RUSSELL BUILDING,Services,"service, point_of_interest, establishment","Lafayette, CA 94549, USA",,ChIJ9-ceDeSJj4ARFEzsOO8-Sj8
St Mary'S Rd and Lafayette Community Center,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Lafayette, CA 94549, USA",,ChIJhUrCCOSJj4ARMxuCTvpD_Js
Lafayette Senior Services Center,Government Office,"government_office, service, point_of_interest, establishment","500 St Marys Rd, Lafayette, CA 94549, USA",http://www.ci.lafayette.ca.us/,ChIJKzf7iOOJj4ARbw6eFNIPqtk
North Star Martial Arts,Sports School,"sports_school, school, educational_institution, sports_activity_location, health, point_of_interest, establishment","500 St Marys Rd, Lafayette, CA 94549, USA",http://www.northstarmartialarts.com/,ChIJDQIOKA1-j4ARwRLN9P20knE
League of Women Voters of Diablo Valley,Non-Profit Organization,"non_profit_organization, association_or_organization, point_of_interest, establishment","500 St Marys Rd, Lafayette, CA 94549, USA",https://www.lwvdv.org/,ChIJKzf7iOOJj4ARew8MTMXpCYw
Steven B Studios,Services,"service, point_of_interest, establishment","3316 Mildred Ln, Lafayette, CA 94549, USA",https://stevenbstudios.com/,ChIJd778qv2Oj4ARyT2m8_J1jKw
Jazzercise,Health,"health, point_of_interest, establishment","500 St Marys Rd, Lafayette, CA 94549, USA",http://www.jazzercise.com/,ChIJg_akc-SJj4AR1LSFKsx6lJ0
Lafayette Community Center,Community Center,"community_center, service, event_venue, point_of_interest, establishment","500 St Marys Rd, Lafayette, CA 94549, USA",,ChIJ0ZnEAOWJj4ARXU_Dpf-JnaA
Tot Drop Lafayette,Child Care Agency,"child_care_agency, service, point_of_interest, establishment","500 St Marys Rd, Lafayette, CA 94549, USA",,ChIJ6fphZVdihYAR5p2zPM14mLg
Get Ahead Math & Engineering LLC,Child Care Agency,"child_care_agency, service, point_of_interest, establishment","500 St Marys Rd, Lafayette, CA 94549, USA",https://propermath.com/,ChIJCcj3Mzm-cg0RxM18ptE_pJ0
Shamrock Pool Fiberglass Inc,General Contractor,"general_contractor, service, point_of_interest, establishment","3333 Mildred Ln, Lafayette, CA 94549, USA",http://www.shamrockpoolfiberglass.com/,ChIJcSk8zeCJj4ARYleHznWwRTg
St Mary'S Rd and Driftwood Dr,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Lafayette, CA 94549, USA",,ChIJk-NG3OiJj4ARp5De4Sh6hqk
Soft Shot Society,Clothing Store,"clothing_store, store, point_of_interest, establishment","3278 Helen Ln, Lafayette, CA 94549, USA",https://www.softshotsociety.com/,ChIJ58ZodjqJj4ARQvb08cRqCWI
Merriewood Children's Center,Preschool,"preschool, child_care_agency, school, educational_institution, service, point_of_interest, establishment","561 Merriewood Dr, Lafayette, CA 94549, USA",http://merriewood.org/,ChIJ4wH8ifqJj4ARTpuV_cnJ0XM
Walnut Creek Water Tower,Historical Landmark,"historical_landmark, historical_place, point_of_interest, establishment","Lafayette, CA 94549, USA",,ChIJNdsKBB2Kj4AR6kCx6UGuoRI
Rohrer Trail Trailhead,Hiking Area,"hiking_area, sports_activity_location, point_of_interest, establishment","Lafayette, CA 94549, USA",,ChIJlweT6WeLj4ARpQkKItrrqlU
Casper Group,Association / Organization,"point_of_interest, association_or_organization, establishment","2165 Leisure Ln, Walnut Creek, CA 94595, USA",,ChIJR0DgPkqLj4AR1GOX2rnu4_c
Brainspotting & Hypnotherapy Contra Costa County,Medical Clinic,"medical_clinic, health, point_of_interest, establishment","Running Springs Rd, Walnut Creek, CA 94595, USA",https://www.complete-illumination.com/,ChIJIVVnsOmLj4ARqYXO42noFRM
Rancho Upper Tennis Courts,Tennis Court,"tennis_court, athletic_field, sports_activity_location, point_of_interest, establishment","2900 Rohrer Dr, Lafayette, CA 94549, USA",,ChIJx4Q8gj6Jj4ARCZfigjWJsyQ
"Susie Symons, MA, LPC",Health,"medical_clinic, health, point_of_interest, service, establishment","1232 Leisure Ln APT 4, Walnut Creek, CA 94595, USA",,ChIJ0z_wkxmKj4AREjUkwi-jRyI
Paintbox Productions Graphic Design,Services,"point_of_interest, service, establishment","1301 Stanley Dollar Dr APT 4, Walnut Creek, CA 94595, USA",http://www.paintboxproductions.com/,ChIJLZiKg8KLj4ARO2R3mpyNgl4
Kobrin Shoshana,Health,"health, point_of_interest, service, establishment","1232 Running Springs Rd APT 3, Walnut Creek, CA 94595, USA",,ChIJ7yJoPxqKj4ARLzlTmsfBmDs
Brett Casper,Apartment Building,"apartment_building, point_of_interest, service, establishment","1216 Fairlawn Ct 2, E5, Walnut Creek, CA 94595, USA",,ChIJCYObLACLj4ARWEjhaajyI18
Senior Visionary Services Inc.,Health,"health, point_of_interest, service, establishment","1141 Fairlawn Ct APT 3, Walnut Creek, CA 94595, USA",,ChIJxThwaBqKj4AR-eC5EsHuYm8
Rancho Colorados Tennis Club,Sports Club,"sports_club, point_of_interest, association_or_organization, establishment","3016 Rohrer Dr, Lafayette, CA 94549, USA",http://www.ranchocolorados.com/,ChIJ4UzlyvCJj4ARAhxJnQBfbwU
SMG Solutions LLC,Consultant,"consultant, point_of_interest, service, establishment","1112 Rockledge Ln, Walnut Creek, CA 94595, USA",https://smgsolutionsllc.com/contact/,ChIJAQCQJxuKj4ARf32-n50XBE0
Lilly Gray Pr,Services,"point_of_interest, service, establishment","1184 Rockledge Ln APT 6, Walnut Creek, CA 94595, USA",,ChIJeYFWxd6Lj4AR9rwDXKXyVrU
Finegold Commercial Real Estate,Real Estate Agency,"real_estate_agency, point_of_interest, service, establishment","535 McBride Dr, Lafayette, CA 94549, USA",https://finegoldcre.com/,ChIJy1i_HvSJj4ARCJuby2fu8oc
CP,Health,"health, point_of_interest, service, establishment","2416 Tice Creek Dr, Walnut Creek, CA 94595, USA",,ChIJVcCOmBCKj4ARVIxCLTY-RoY
FlexPloyment,Consultant,"accounting, consultant, finance, point_of_interest, service, establishment","1410 Rockledge Ln APT 3, Walnut Creek, CA 94595, USA",https://flexployment.com/,ChIJdWHQC1mLj4ARqVQoVTS1U5Y
Clean 4 Life,Clothing Store,"clothing_store, point_of_interest, store, service, establishment","1147 Oakmont Dr APT 5, Walnut Creek, CA 94596, USA",,ChIJQV-50O2Lj4ARm-uQTtdCSGE
Rossmoor Labyrinth,Park,"park, point_of_interest, establishment","2842 Saklan Indian Dr, Walnut Creek, CA 94595, USA",,ChIJMVxAamuLj4ARnHQ-3JiI2Ic
Barbara Becker Piano Studio,School,"school, educational_institution, service, store, point_of_interest, establishment","622 Terra California Dr, Walnut Creek, CA 94595, USA",http://www.barbarabeckerpianostudio.com/,ChIJVc6PtxWKj4ARFfwAllHlqec
Shell Recharge Charging Station,Electric Vehicle Charging Station,"electric_vehicle_charging_station, transportation_service, point_of_interest, establishment","1015 Stanley Dollar Dr, Walnut Creek, CA 94595, USA",https://shellrecharge.com/en,ChIJW24tdxaKj4ARByinXcgny9A
Dan Rogers Appraisal Services,Banking and Finance,"finance, service, point_of_interest, establishment","3248 Tice Creek Dr APT 1, Walnut Creek, CA 94595, USA",http://danrogersappraisals.com/,ChIJ11NULXRUkIAR4_LJyShMgMg
Stanley Dollar Clubhouse,Community Center,"community_center, event_venue, service, point_of_interest, establishment","1015 Stanley Dollar Dr, Walnut Creek, CA 94595, USA",https://rossmoor.com/what-we-offer/clubhouses/dollar-clubhouse/,ChIJUwMefBeKj4ARCwuzBHQmWe4
Rossmoor Event Center,Event Venue,"event_venue, point_of_interest, establishment","1021 Stanley Dollar Dr, Walnut Creek, CA 94595, USA",http://rossmoor.com/,ChIJUz2djBaKj4ARGjxU-dgTMlk
U.S. Bank-Mortgage Branch Manager-Shannon McClelland,Banking and Finance,"finance, service, point_of_interest, establishment","U.S. Bank Area Served, Walnut Creek, CA 94595, USA",https://mortgage.usbank.com/ca-walnut-creek-shannon-mcclelland?utm_source=gmb&utm_medium=organic&utm_campaign=local,ChIJIa9MVi1hhYARQr9eaUSm3Gc
Memorial,Place of Worship,"place_of_worship, association_or_organization, point_of_interest, establishment","1021 Stanley Dollar Dr, Walnut Creek, CA 94595, USA",,ChIJb29lKIeLj4ARVaqkGXCae7c
Williams Tracey DVM,Veterinary Care,"veterinary_care, pet_care, point_of_interest, establishment","Walnut Creek, CA 94595, USA",https://allvetnearme.com/williams-tracey-dvm/,ChIJVVVVVWnyj4ARUCHla1JBOG8
Keri Brooks Health LLC.,Consultant,"health, consultant, service, point_of_interest, establishment","2363 Boulevard Cir suite 13, Walnut Creek, CA 94595, USA",https://keribrookshealth.com/,ChIJLR3dnfJhhYARlgcuZNUwnb0
American Sliding Door,Suppliers,"supplier, service, point_of_interest, establishment","Walnut Creek, CA 94595, USA",http://www.sliding-door-repair.com/,ChIJVVVVVQGKj4ARNu6WTV4B27U
Corp Housing National,Local Government Office,"local_government_office, government_office, service, point_of_interest, establishment","Walnut Creek, CA 94595, USA",,ChIJVVVVVQGKj4ARs0H-hxkNtHI
Greentree Landscape Inc.,General Contractor,"general_contractor, service, point_of_interest, establishment","2785 Toland Dr, Walnut Creek, CA 94595, USA",http://www.greentreelandscape.com/,ChIJVVVVVQGKj4ARgvGFYELK9gQ
Robert's Painting,Painter,"painter, service, point_of_interest, establishment","Walnut Creek, CA 94595, USA",http://steverobertspainting.com/,ChIJVVVVVQGKj4AR6OdIKBqQvy4
Aleco Electric,Electrician,"electrician, service, point_of_interest, establishment","Walnut Creek, CA 94595, USA",,ChIJVVVVVQGKj4ARCuGcCjowBH8
Glenn Staller Classical,Store,"store, point_of_interest, establishment","Walnut Creek, CA 94595, USA",,ChIJVVVVVQGKj4ARa99uzf9RNbs
Oakwood Housing Corporation,Local Government Office,"local_government_office, government_office, service, point_of_interest, establishment","Walnut Creek, CA 94595, USA",,ChIJVVVVVQGKj4ARpapbB8t4XzQ
Golden Rain Foundation-Walnut,Health,"health, service, point_of_interest, establishment","1010 Stanley Dollar Dr, Walnut Creek, CA 94595, USA",,ChIJaZOPkRaKj4AREZdJHChMmB4
Danville Blvd/Livorna Rd,Transit station,"transit_station, transportation_service, point_of_interest, establishment","Alamo, CA 94507, USA",,ChIJ_x6d9ViKj4ARh8ay6RFO6Gw
Danville Blvd and Livorna Rd,Bus stop,"bus_stop, transit_stop, transit_station, transportation_service, point_of_interest, establishment","Alamo, CA 94507, USA",,ChIJFXoT9ViKj4ARNgWs0_45N0E
Danville Blvd and Livorna Rd,Bus Station,"bus_station, transit_station, transportation_service, point_of_interest, establishment","Alamo, CA 94507, USA",,ChIJ29H581iKj4AR0S1t6I8S3tw
Breslin Strategies,,"health, point_of_interest, service, establishment","1471 Livorna Rd, Alamo, CA 94507, USA",https://www.breslin.biz/,ChIJ4QiBdViKj4ARJwIPXaV7lWo
Iron Horse MTB Jumps,Park,"park, point_of_interest, establishment","1589 Livorna Rd W, Alamo, CA 94507, USA",,ChIJwSXZUwCLj4AR_JFgPNSPa3k
Finding Big mo,Book Store,"book_store, store, point_of_interest, establishment","1510 Diablo Vista, Alamo, CA 94507, USA",https://findingbigmo.com/,ChIJUxAQkTmLj4ARJ62Rggv-ysQ
The Oasis Club,Hotel,"hotel, lodging, point_of_interest, establishment","22 Amber Pl, Alamo, CA 94507, USA",,ChIJv-BQewCLj4ARkP3ddVrCYbI
"Dr. William H. Bevan-Thomas, MD",Doctor,"doctor, health, point_of_interest, establishment","1461 Arbor Ln, Alamo, CA 94507, USA",,ChIJx-x-IV-Kj4AR1InRWdrB28A
Integrative Finance Strategies,Consultant,"finance, point_of_interest, consultant, service, establishment","22 Sugarloaf Terrace, Alamo, CA 94507, USA",http://www.integrativefinance.com/,ChIJkVY8ffaKj4ARbjBnjwL1ud8
Danville Blvd and Ridgewood Rd,Bus Station,"bus_station, transit_station, transportation_service, point_of_interest, establishment","Alamo, CA 94507, USA",,ChIJFbCjlPiKj4ARWgd2pXpW38U
